obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""674.8848""","=""0.0002""","=""674.88702""","=""0.00003""","=""180""","=""1.3e+06""",D+,"=""90397.873""","=""105211.079""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",,"=""T6892c83""","=""L18349c145""",
"=""674.9991""","=""0.0008""","=""674.99966""","=""0.00003""","=""70""","=""4.2e+06""",C+,"=""90638.823""","=""105449.557""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""675.43772""","=""0.00004""","=""675.43605""","=""0.00004""","=""2800bl(Ar)""","=""1.4e+06""",D+,"=""90067.357""","=""104868.522""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",,"=""T6892c83""","=""L18349c148""",
"=""675.7168""","=""0.0010""","=""675.71778""","=""0.00005""","=""60""","=""2.5e+06""",D+,"=""88157.176""","=""102952.170""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[3]*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""676.3627""","=""0.0003""","=""676.36135""","=""0.00005""","=""100""","=""""",,"=""27620.4033""","=""42401.3198""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(5D).4p""","=""z 6F*""","=""3/2""",,"=""""","=""L18349c145""",
"=""676.5513""","=""0.0002""","=""676.55270""","=""0.00004""","=""190""","=""""",,"=""98568.907""","=""113345.643""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""","=""3d6.(5D<3>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L18349c145""",
"=""676.7476""","=""0.0011""","=""676.74775""","=""0.00004""","=""100""","=""""",,"=""107525.187""","=""122297.664""","=""3d6.(5D).6p""","=""6P*""","=""5/2""","=""3d6.(3H).6s""","=""4H""","=""7/2""",,"=""""","=""L18349c139""",
"=""677.0903""","=""0.0005""","=""677.09051""","=""0.00003""","=""160""","=""8.0e+06""",C+,"=""90300.628""","=""105065.627""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""677.72447""","=""0.00015""","=""677.72449""","=""0.00004""","=""210""","=""9.4e+06""",C+,"=""92314.764""","=""107065.951""","=""3d6.(5D).5p""","=""4P*""","=""1/2""","=""3d6.(5D).5d""","=""4P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""677.954""","=""0.003""","=""677.95549""","=""0.00006""","=""40""","=""""",,"=""71964.750""","=""86710.911""","=""3d6.(3D).4p""","=""w 4P*""","=""5/2""","=""3d6.(5D).4d""","=""e 4F""","=""3/2""",,"=""""","=""L18349c139""",
"=""678.50570""","=""0.00011""","=""678.50570""","=""0.00005""","=""220""","=""""",,"=""67000.530""","=""81734.733""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d5.4s2""","=""2F2""","=""7/2""",,"=""""","=""L18349c139""",
"=""678.7162""","=""0.0007""","=""678.71617""","=""0.00005""","=""70bl(Fe I)""","=""2.3e+06""",D+,"=""90901.130""","=""105630.764""","=""3d6.(5D).5p""","=""4P*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",,"=""T6892c83""","=""L18349c148""",
"=""679.25375""","=""0.00017""","=""679.25221""","=""0.00004""","=""260bl(Fe II)*""","=""1.9e+05""",D,"=""89471.372""","=""104189.382""","=""3d6.(5D).5p""","=""6D*""","=""1/2""","=""3d6.(3H).4d""","=""4F""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
"=""679.25375""","=""0.00017""","=""679.25355""","=""0.00004""","=""260bl(Fe II)*""","=""1.86e+07""",B+,"=""90487.827""","=""105205.808""","=""3d6.(5D).5p""","=""6F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""5/2""",,"=""T6892c83""","=""L18349c148""",
"=""679.8256""","=""0.0007""","=""679.8257""","=""0.0007""","=""70""","=""""",,"=""109591.643""","=""124297.238""","=""3d6.(3H).5p""","=""4I*""","=""15/2""","=""3d6.(3H).5d""","=""4K""","=""15/2""",,"=""""","=""L18349c139""",
"=""680.3136""","=""0.0013""","=""680.31360""","=""0.00004""","=""150""","=""1.89e+07""",B+,"=""90593.511""","=""105288.559""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""680.9239""","=""""","=""680.92393""","=""0.00006""","="":""","=""2.17e-02""",C+,"=""7955.3186""","=""22637.1950""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""",M1,"=""T9588,T10588c103""","=""L22747,L22760""",
"=""681.3965""","=""0.0002""","=""681.39721""","=""0.00008""","=""200""","=""""",,"=""99635.420""","=""114307.099""","=""3d5.(4G).4s.4p.(3P*)""","=""2G*""","=""7/2""","=""3d6.(5D).6d""","=""6F""","=""5/2""",,"=""""","=""L18349c139""",
"=""681.5138""","=""0.0002""","=""681.51375""","=""0.00005""","=""140bl(Fe II)*""","=""1.41e+07""",C+,"=""90648.230""","=""105317.400""","=""3d6.(5D).5p""","=""6F*""","=""1/2""","=""3d6.(3P2).4d""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
"=""681.5138""","=""0.0002""","=""681.51505""","=""0.00004""","=""140bl(Fe II)*""","=""2.9e+06""",C+,"=""89924.150""","=""104593.292""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",,"=""T6892c83""","=""L18349c148""",
"=""681.5248""","=""0.0002""","=""681.52472""","=""0.00004""","=""160""","=""7.7e+06""",C+,"=""90780.623""","=""105449.557""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""681.7289""","=""0.0004""","=""681.73079""","=""0.00010""","=""160""","=""""",,"=""92171.690""","=""106836.190""","=""3d6.(3F1).4p""","=""u 2G*""","=""9/2""","=""3d5.(6S).4p2""","=""8P""","=""7/2""",,"=""""","=""L18349c145""",
"=""681.9987""","=""0.0005""","=""681.99830""","=""0.00014""","=""100bl(Fe II)*""","=""4.8e+05""",D+,"=""90629.811""","=""105288.559""","=""3d6.(3P1).4p""","=""4S*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
"=""681.9987""","=""0.0005""","=""681.9986""","=""0.0003""","=""100bl(Fe II)*""","=""""",,"=""109923.631""","=""124582.373""","=""3d6.(3H).5p""","=""2I*""","=""13/2""","=""3d6.(3H).5d""","=""2K""","=""15/2""",,"=""""","=""L18349c148""",
"=""682.8355""","=""0.0004""","=""682.83739""","=""0.00006""","=""140""","=""3.1e+05""",D+,"=""90593.511""","=""105234.246""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(3P2).4d""","=""4P""","=""5/2""",,"=""T6892c83""","=""L18349c145""",
"=""""","=""""","=""682.90304""","=""0.00006""","=""""","=""7.6e-03""",C,"=""8391.9554""","=""23031.2829""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""",M1,"=""T9588c100""","=""""",
"=""683.4574""","=""0.0006""","=""683.45686""","=""0.00009""","=""100""","=""""",,"=""108387.934""","=""123015.399""","=""3d6.(3G).4d""","=""4H""","=""11/2""","=""3d6.(3H<6>).4f""","=""2[6]*""","=""13/2""",,"=""""","=""L18349c139""",
"=""684.16629""","=""0.00006""","=""684.16631""","=""0.00004""","=""800""","=""6.5e+07""",B+,"=""90593.511""","=""105205.808""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""684.5339""","=""0.0006""","=""684.53453""","=""0.00019""","=""60bl(Fe II)*""","=""""",,"=""78525.442""","=""93129.879""","=""3d6.(5D).5s""","=""e 6D""","=""5/2""","=""3d6.(3F1).4p""","=""4D*""","=""7/2""",,"=""""","=""L18349c148""",
"=""684.5339""","=""0.0006""","=""684.53462""","=""0.00014""","=""60bl(Fe II)*""","=""""",,"=""90629.811""","=""105234.246""","=""3d6.(3P1).4p""","=""4S*""","=""3/2""","=""3d6.(3P2).4d""","=""4P""","=""5/2""",,"=""""","=""L18349c148""",
"=""685.18906""","=""0.00018""","=""685.18775""","=""0.00009""","=""190""","=""""",,"=""57578.490""","=""72169.004""","=""3d5.4s2""","=""d 4P""","=""1/2""","=""3d6.(3D).4p""","=""w 4F*""","=""3/2""",,"=""""","=""L18349c145""",
"=""685.56255""","=""0.00013""","=""685.56247""","=""0.00004""","=""320""","=""8.7e+06""",C+,"=""91048.225""","=""105630.764""","=""3d6.(3P1).5p""","=""4P*""","=""3/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""685.72498""","=""0.00005""","=""685.72673""","=""0.00009""","=""900bl(Fe I)""","=""""",,"=""90898.878""","=""105477.924""","=""3d6.(5D).5p""","=""4D*""","=""3/2""","=""3d6.(3F2).4d""","=""4D""","=""1/2""",,"=""""","=""L18349c148""",
"=""685.78542""","=""0.00004""","=""685.78534""","=""0.00003""","=""1400""","=""7.3e+07""",B+,"=""90487.827""","=""105065.627""","=""3d6.(5D).5p""","=""6F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""686.0291""","=""0.0002""","=""686.02986""","=""0.00005""","=""90""","=""8.4e+06""",B+,"=""90300.628""","=""104873.232""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""686.09927""","=""0.00015""","=""686.09926""","=""0.00004""","=""210""","=""4.6e+06""",C+,"=""92225.549""","=""106796.679""","=""3d6.(5D).5p""","=""4P*""","=""3/2""","=""3d6.(5D).5d""","=""4P""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""686.25112""","=""0.00005""","=""686.25167""","=""0.00003""","=""1200""","=""5.3e+07""",B+,"=""90300.628""","=""104868.522""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",,"=""T6892c83""","=""L18349c145""",
"=""686.6133""","=""0.0003""","=""686.61440""","=""0.00004""","=""120""","=""6.8e+06""",C+,"=""91070.566""","=""105630.764""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""687.07271""","=""0.00006""","=""687.07260""","=""0.00004""","=""900""","=""7.0e+07""",B+,"=""90042.804""","=""104593.292""","=""3d6.(5D).5p""","=""4F*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""687.16987""","=""0.00012""","=""687.16994""","=""0.00005""","=""400""","=""1.63e+07""",B+,"=""90901.130""","=""105449.557""","=""3d6.(5D).5p""","=""4P*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""""","=""""","=""687.21865""","=""0.00006""","=""""","=""2.99e-02""",C+,"=""8391.9554""","=""22939.3512""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""",M1,"=""T9588c100""","=""""",
"=""""","=""""","=""687.38399""","=""0.00009""","=""""","=""1.110e-01""",B,"=""15844.6485""","=""30388.5451""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(3G).4s""","=""b 2G""","=""9/2""",E2,"=""T8961""","=""""",
"=""687.7543""","=""0.0005""","=""687.75438""","=""0.00014""","=""100""","=""""",,"=""89890.396""","=""104426.460""","=""3d6.(3F1).4p""","=""4G*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""5/2""",,"=""""","=""L18349c139""",
"=""687.8274""","=""0.0010""","=""687.8272""","=""0.0009""","=""70""","=""""",,"=""80346.060""","=""94880.585""","=""3d6.(5D).5s""","=""e 4D""","=""1/2""","=""3d5.(4P).4s.4p.(3P*)""","=""4P*""","=""1/2""",,"=""""","=""L18349c139""",
"=""688.23406""","=""0.00005""","=""688.23396""","=""0.00004""","=""1100""","=""1.56e+07""",B+,"=""90067.357""","=""104593.292""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""689.6167""","=""""","=""689.61667""","=""0.00006""","="":""","=""6.0e-03""",C,"=""1872.5998""","=""16369.4098""","=""3d7""","=""a 4F""","=""9/2""","=""3d7""","=""a 2G""","=""7/2""",M1,"=""T9588,T10588c104""","=""L22747,L22760""",
"=""690.56513""","=""0.00003""","=""690.56515""","=""0.00003""","=""2700""","=""8.5e+07""",B+,"=""90386.533""","=""104863.432""","=""3d6.(5D).5p""","=""6F*""","=""9/2""","=""3d6.(5D).5d""","=""4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""690.6384""","=""0.0002""","=""690.63862""","=""0.00003""","=""280""","=""3.9e+06""",C+,"=""90397.873""","=""104873.232""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""690.7808""","=""0.0003""","=""690.78236""","=""0.00007""","=""120""","=""""",,"=""72238.564""","=""86710.911""","=""3d6.(3D).4p""","=""w 4F*""","=""5/2""","=""3d6.(5D).4d""","=""e 4F""","=""3/2""",,"=""""","=""L18349c145""",
"=""690.8637""","=""0.0002""","=""690.86342""","=""0.00004""","=""200""","=""1.71e+07""",B+,"=""90397.873""","=""104868.522""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""692.20272""","=""0.00003""","=""692.20266""","=""0.00004""","=""4000""","=""8.9e+07""",B+,"=""89924.150""","=""104366.802""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6G""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
"=""""","=""""","=""692.28733""","=""0.00011""","=""""","=""1.18e-02""",C,"=""21812.0454""","=""36252.931""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3D).4s""","=""b 2D""","=""5/2""",M1,"=""T8961""","=""""",
"=""692.78771""","=""0.00005""","=""692.78768""","=""0.00004""","=""1400""","=""6.6e+07""",B+,"=""90780.623""","=""105211.079""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""693.20008""","=""0.00005""","=""693.20004""","=""0.00005""","=""1200""","=""5.9e+07""",B+,"=""91208.892""","=""105630.764""","=""3d6.(5D).5p""","=""4F*""","=""3/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""""","=""""","=""693.36742""","=""0.00006""","=""""","=""2.27e-03""",D+,"=""8391.9554""","=""22810.3459""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""",M1,"=""T9588c100""","=""""",
"=""""","=""""","=""694.49100""","=""0.00010""","=""""","=""1.100e-01""",B,"=""16369.4098""","=""30764.4737""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""",E2,"=""T8961""","=""""",
"=""695.26735""","=""0.00005""","=""695.26731""","=""0.00004""","=""1400""","=""5.2e+07""",B+,"=""91070.566""","=""105449.557""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""696.6325""","=""""","=""696.63252""","=""0.00006""","="":""","=""3.13e-02""",C+,"=""8680.4706""","=""23031.2829""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""",M1,"=""T9588c100""","=""L22760""",
"=""697.5753""","=""0.0003""","=""697.57550""","=""0.00004""","=""220""","=""1.92e+07""",B+,"=""90898.878""","=""105230.291""","=""3d6.(5D).5p""","=""4D*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""""","=""""","=""698.40622""","=""0.00011""","=""""","=""1.60e-03""",E,"=""21812.0454""","=""36126.412""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""",M1+E2,"=""T8961""","=""""",
"=""698.73978""","=""0.00013""","=""698.73956""","=""0.00003""","=""600""","=""2.69e+07""",B+,"=""90397.873""","=""104705.411""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""6D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""700.7969""","=""0.0002""","=""700.79702""","=""0.00011""","=""300bl(Fe I)""","=""""",,"=""93840.405""","=""108105.938""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""3/2""","=""3d6.(3F2).4d""","=""2P""","=""3/2""",,"=""""","=""L18349c148""",
"=""""","=""""","=""701.12397""","=""0.00006""","=""""","=""2.71e-03""",D+,"=""8680.4706""","=""22939.3512""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""",M1,"=""T9588c100""","=""""",
"=""703.02581""","=""0.00007""","=""703.02405""","=""0.00008""","=""1500""","=""3.3e+04""",E,"=""92300.269""","=""106520.612""","=""3d5.(4D).4s.4p.(3P*)""","=""6F*""","=""9/2""","=""3d5.4s.(7S).4d""","=""6D""","=""7/2""",,"=""T6892c83""","=""L18349c145""",
"=""703.9732""","=""0.0002""","=""703.97336""","=""0.00004""","=""400""","=""3.24e+07""",B+,"=""90638.823""","=""104839.990""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(3F2).4d""","=""4P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""704.8006""","=""""","=""704.80058""","=""0.00007""","="":""","=""1.94e-02""",C+,"=""8846.7837""","=""23031.2829""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""",M1,"=""T9588c100""","=""L22760""",
"=""709.3961""","=""0.0002""","=""709.39623""","=""0.00004""","=""400""","=""8.2e+06""",B+,"=""90780.623""","=""104873.232""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""712.7421""","=""0.0002""","=""712.74218""","=""0.00005""","=""400""","=""8.9e+06""",B+,"=""89924.150""","=""103950.602""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""712.80876""","=""0.00019""","=""712.80896""","=""0.00005""","=""500""","=""1.15e+07""",B+,"=""90386.533""","=""104411.671""","=""3d6.(5D).5p""","=""6F*""","=""9/2""","=""3d6.(5D).5d""","=""6D""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""""","=""""","=""713.11417""","=""0.00010""","=""""","=""1.22e-02""",C+,"=""16369.4098""","=""30388.5451""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(3G).4s""","=""b 2G""","=""9/2""",E2,"=""T9588c100""","=""""",
"=""""","=""""","=""713.17893""","=""0.00008""","=""""","=""5.74e-03""",C,"=""8391.9554""","=""22409.8178""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",E2,"=""T8961""","=""""",
"=""713.45425""","=""0.00007""","=""713.45430""","=""0.00005""","=""1600""","=""3.04e+07""",B+,"=""89924.150""","=""103936.602""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6F""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""715.5174""","=""""","=""715.51742""","=""0.00006""","="":""","=""1.90e-01""",C+,"=""1872.5998""","=""15844.6485""","=""3d7""","=""a 4F""","=""9/2""","=""3d7""","=""a 2G""","=""9/2""",M1,"=""T8961""","=""L22747,L22760""",
"=""""","=""""","=""716.79228""","=""0.00008""","=""""","=""5.4e-04""",D+,"=""13673.2045""","=""27620.4033""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""",E2,"=""T9907""","=""""",
"=""717.1999""","=""""","=""717.19985""","=""0.00006""","="":""","=""6.0e-02""",C,"=""2430.1369""","=""16369.4098""","=""3d7""","=""a 4F""","=""7/2""","=""3d7""","=""a 2G""","=""7/2""",M1,"=""T9588,T10588c104""","=""L22747""",
"=""""","=""""","=""721.47232""","=""0.00007""","=""""","=""4.22e-03""",C,"=""7955.3186""","=""21812.0454""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""",E2,"=""T8961""","=""""",
"=""722.239""","=""0.003""","=""722.23913""","=""0.00006""","=""20""","=""2.5e+04""",E,"=""31364.4554""","=""45206.4704""","=""3d6.(3D).4s""","=""b 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""",,"=""T6892c83""","=""L15071""",
"=""722.451""","=""0.005""","=""722.44777""","=""0.00008""","=""30""","=""2.8e+04""",E,"=""31368.453""","=""45206.4704""","=""3d6.(3D).4s""","=""b 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""",,"=""T6892c83""","=""L15071""",
"=""726.3435""","=""0.0014""","=""726.34350""","=""0.00005""","=""160""","=""""",,"=""99573.244""","=""113337.042""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""","=""3d6.(5D<3>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L18349c139""",
"=""""","=""""","=""726.72473""","=""0.00007""","=""""","=""5.1e-04""",E,"=""7955.3186""","=""21711.8963""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""",M1,"=""T8961""","=""""",
"=""""","=""""","=""728.16611""","=""0.00008""","=""""","=""8.9e-03""",C,"=""8680.4706""","=""22409.8178""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",M1+E2,"=""T9588c100""","=""""",
"=""""","=""""","=""728.89899""","=""0.00009""","=""""","=""4.46e-04""",D+,"=""13904.8604""","=""27620.4033""","=""3d7""","=""a 4P""","=""1/2""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""",E2,"=""T8961""","=""""",
"=""730.154""","=""""","=""730.15642""","=""0.00004""","="":""","=""2.1e+03""",E,"=""31387.9788""","=""45079.9019""","=""3d6.(3D).4s""","=""b 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",,"=""T6892c83""","=""""",
"=""730.48472""","=""0.00010""","=""730.48384""","=""0.00016""","=""500bl(Fe II)*""","=""3.0e+05""",D+,"=""72043.060""","=""85728.846""","=""3d6.(3D).4p""","=""w 4P*""","=""3/2""","=""3d6.(5D).4d""","=""4S""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
"=""730.48472""","=""0.00010""","=""730.48453""","=""0.00004""","=""500bl(Fe II)*""","=""""",,"=""99688.355""","=""113374.128""","=""3d6.(3F2).5s""","=""f 4F""","=""7/2""","=""3d6.(5D<3>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L18349c148""",
"=""730.797""","=""0.010""","=""730.80690""","=""0.00005""","=""140bl(Fe I)""","=""""",,"=""31364.4554""","=""45044.1916""","=""3d6.(3D).4s""","=""b 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""",,"=""""","=""L15071""",
"=""732.070""","=""0.010""","=""732.06575""","=""0.00004""","=""120bl(Fe I)""","=""1.4e+04""",E,"=""31387.9788""","=""45044.1916""","=""3d6.(3D).4s""","=""b 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""",,"=""T6892c83""","=""L15071""",
"=""""","=""""","=""732.84382""","=""0.00009""","=""""","=""1.62e-03""",C+,"=""13673.2045""","=""27314.9183""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""",E2,"=""T8961""","=""""",
"=""734.00487""","=""0.00016""","=""734.00614""","=""0.00004""","=""320""","=""""",,"=""90487.827""","=""104107.939""","=""3d6.(5D).5p""","=""6F*""","=""5/2""","=""3d6.(3P2).4d""","=""4F""","=""7/2""",,"=""""","=""L18349c145""",
"=""""","=""""","=""737.09511""","=""0.00008""","=""""","=""2.26e-02""",C+,"=""8846.7837""","=""22409.8178""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",M1,"=""T9588c100""","=""""",
"=""738.8167""","=""""","=""738.81673""","=""0.00007""","="":""","=""4.47e-02""",C,"=""2837.9807""","=""16369.4098""","=""3d7""","=""a 4F""","=""5/2""","=""3d7""","=""a 2G""","=""7/2""",M1,"=""T9588,T10588c104""","=""L22747,L22760""",
"=""738.9580""","=""0.0004""","=""738.9577""","=""0.0004""","=""100""","=""""",,"=""109486.551""","=""123015.399""","=""3d5.4s.(7S).4d""","=""8D""","=""11/2""","=""3d6.(3H<6>).4f""","=""2[6]*""","=""13/2""",,"=""""","=""L18349c139""",
"=""739.3910""","=""0.0002""","=""739.39103""","=""0.00005""","=""80""","=""""",,"=""98130.136""","=""111651.055""","=""3d6.(3H).5s""","=""e 4H""","=""13/2""","=""3d5.(4G).4s.(5G).4p""","=""4H*""","=""13/2""",,"=""""","=""L18349c139""",
